Airline,Journey_month,Journey_year,Source,Destination,Route,Dep_Time,Arrival_Time,Duration_Hours,Duration_Minutes,Duration_In_Minutes,Total_Stops,Price_rupee,Log_price,Class,Additional_Info
Jet Airways,3,2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1.0,30.0,90.0,0.0,5678,8.644354337032917,Economy,No info
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30,9.0,30.0,570.0,1.0,13727,9.52711997525166,Business,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00,16.0,0.0,960.0,1.0,9663,9.176059437999308,Economy,In-flight meal not included
IndiGo,5,2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2.0,20.0,140.0,0.0,3858,8.257904193465674,Economy,No info
SpiceJet,6,2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4.0,30.0,270.0,1.0,4812,8.47886807709457,Economy,No info
IndiGo,6,2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35,5.0,45.0,345.0,1.0,5775,8.661293535389994,Economy,No info
Jet Airways,6,2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45,24.0,10.0,1450.0,1.0,10539,9.262837940933936,Economy,In-flight meal not included
IndiGo,6,2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2.0,35.0,155.0,0.0,4804,8.477204183199873,Economy,No info
Air Asia,6,2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2.0,45.0,165.0,0.0,3383,8.12651816878071,Economy,No info
IndiGo,3,2019,Banglore,New Delhi,BLR → HYD → DEL,12:10,17:05,4.0,55.0,295.0,1.0,8738,9.075436609511382,Economy,No info
Air India,3,2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50,25.0,35.0,1535.0,1.0,7165,8.876963340262272,Economy,No info
IndiGo,6,2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6.0,20.0,380.0,1.0,6412,8.765926513729443,Economy,No info
Jet Airways,6,2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3.0,5.0,185.0,0.0,8016,8.989194823324645,Economy,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,15:15,18.0,40.0,1120.0,1.0,11087,9.313528529772352,Economy,In-flight meal not included
SpiceJet,6,2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2.0,15.0,135.0,0.0,3543,8.172729104865471,Economy,No check-in baggage included
Jet Airways,6,2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40,12.0,10.0,730.0,1.0,12471,9.431161227920747,Business,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,09:00,04:25,19.0,25.0,1165.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
Air India,3,2019,Banglore,New Delhi,BLR → DEL,13:20,16:10,2.0,50.0,170.0,0.0,4441,8.398634855292102,Economy,No info
Multiple carriers,3,2019,Delhi,Cochin,DEL → BOM → COK,07:05,15:30,8.0,25.0,505.0,1.0,12537,9.436439551116026,Business,No info
GoAir,3,2019,Kolkata,Banglore,CCU → BOM → BLR,22:25,07:40,9.0,15.0,555.0,1.0,10091,9.219399216464529,Economy,No info
Air India,6,2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2.0,50.0,170.0,0.0,6961,8.848078421168667,Economy,No info
IndiGo,4,2019,Delhi,Cochin,DEL → COK,05:35,08:50,3.0,15.0,195.0,0.0,5013,8.519789817263504,Economy,No info
Air India,5,2019,Delhi,Cochin,DEL → COK,05:10,08:00,2.0,50.0,170.0,0.0,6934,8.844192126244968,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,06:40,19:00,12.0,20.0,740.0,1.0,10877,9.294405747093851,Economy,No info
Jet Airways,4,2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2.0,55.0,175.0,0.0,7229,8.885855993000296,Economy,No info
IndiGo,3,2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:35,9.0,35.0,575.0,1.0,7048,8.860499167616016,Economy,No info
Vistara,6,2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2.0,35.0,155.0,0.0,4878,8.492490578775866,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9.0,30.0,570.0,1.0,10844,9.291367210618557,Economy,In-flight meal not included
Jet Airways,5,2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25,29.0,20.0,1760.0,2.0,15129,9.624368710744834,Business,No info
IndiGo,5,2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2.0,55.0,175.0,0.0,3943,8.279697133877628,Economy,No info
SpiceJet,6,2019,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5.0,15.0,315.0,1.0,5583,8.62748154531036,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9.0,5.0,545.0,1.0,9646,9.174298600628918,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10.0,45.0,645.0,1.0,7677,8.945984124827898,Economy,No info
IndiGo,6,2019,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4.0,55.0,295.0,1.0,6842,8.830835365537549,Economy,No info
Jet Airways,6,2019,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1.0,30.0,90.0,0.0,4995,8.516192691082654,Economy,In-flight meal not included
Vistara,6,2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11.0,40.0,700.0,1.0,9555,9.164819856674374,Economy,No info
IndiGo,6,2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2.0,45.0,165.0,0.0,4077,8.313116702819253,Economy,No info
Jet Airways,5,2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2.0,55.0,175.0,0.0,7229,8.885855993000296,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10.0,0.0,600.0,1.0,12192,9.408535277926427,Business,No info
Air India,4,2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2.0,45.0,165.0,0.0,5911,8.684570300824369,Economy,No info
Air India,6,2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10.0,15.0,615.0,1.0,8372,9.03264808356589,Economy,No info
Jet Airways,3,2019,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1.0,25.0,85.0,0.0,4995,8.516192691082654,Economy,In-flight meal not included
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9.0,15.0,555.0,1.0,14323,9.569621915779866,Business,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22.0,55.0,1375.0,2.0,13014,9.47378098005493,Business,No info
Air India,6,2019,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15,28.0,50.0,1730.0,2.0,13591,9.517163087955348,Business,No info
Jet Airways,3,2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50,37.0,25.0,2245.0,2.0,18799,9.841558955913962,Business,No info
IndiGo,4,2019,Banglore,Delhi,BLR → DEL,23:30,02:20,2.0,50.0,170.0,0.0,3943,8.279697133877628,Economy,No info
SpiceJet,5,2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1.0,30.0,90.0,0.0,1965,7.583247524303362,Economy,No check-in baggage included
Jet Airways,5,2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1.0,30.0,90.0,0.0,4995,8.516192691082654,Economy,In-flight meal not included
Air India,3,2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,18:30,25.0,40.0,1540.0,1.0,14641,9.591581091193483,Business,No info
Air India,4,2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2.0,35.0,155.0,0.0,4460,8.40290404501411,Economy,No info
Air India,5,2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6.0,15.0,375.0,1.0,10191,9.229260256828693,Economy,No info
Jet Airways,3,2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:45,17.0,30.0,1050.0,1.0,13843,9.535534968687735,Business,In-flight meal not included
IndiGo,5,2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35,5.0,45.0,345.0,1.0,6349,8.75605259917045,Economy,No info
Air Asia,5,2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2.0,35.0,155.0,0.0,4409,8.391403185357937,Economy,No info
Jet Airways,3,2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:45,25.0,30.0,1530.0,1.0,17024,9.742379392141371,Business,No info
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13.0,55.0,835.0,1.0,13727,9.52711997525166,Business,No info
IndiGo,3,2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2.0,55.0,175.0,0.0,8855,9.088737550216933,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10.0,15.0,615.0,1.0,12524,9.435402082446297,Business,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,20:20,8.0,40.0,520.0,1.0,13555,9.514510761932765,Business,No info
Jet Airways,6,2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5.0,30.0,330.0,1.0,10844,9.291367210618557,Economy,In-flight meal not included
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12.0,0.0,720.0,1.0,13587,9.516868732224324,Business,No info
SpiceJet,6,2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2.0,15.0,135.0,0.0,3543,8.172729104865471,Economy,No check-in baggage included
Vistara,3,2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,2.0,15.0,135.0,0.0,4842,8.485083137498004,Economy,No info
IndiGo,4,2019,Banglore,Delhi,BLR → DEL,23:30,02:20,2.0,50.0,170.0,0.0,3943,8.279697133877628,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,19:15,04:25,9.0,10.0,550.0,1.0,10577,9.266437111328052,Economy,In-flight meal not included
IndiGo,5,2019,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10.0,25.0,625.0,1.0,6979,8.850660919017152,Economy,No info
Vistara,6,2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2.0,20.0,140.0,0.0,11982,9.39116080264387,Economy,No info
SpiceJet,6,2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4.0,30.0,270.0,1.0,5264,8.568646473005153,Economy,No info
Vistara,3,2019,Delhi,Cochin,DEL → COK,06:00,09:10,3.0,10.0,190.0,0.0,8001,8.987321812850125,Economy,No info
Air India,6,2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15,23.0,30.0,1410.0,2.0,10651,9.273409063443166,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,19:50,27.0,20.0,1640.0,1.0,10844,9.291367210618557,Economy,In-flight meal not included
Multiple carriers,3,2019,Delhi,Cochin,DEL → HYD → COK,09:45,22:20,12.0,35.0,755.0,1.0,6601,8.79497643168877,Economy,No info
Air India,3,2019,Delhi,Cochin,DEL → BOM → COK,19:00,19:15,24.0,15.0,1455.0,1.0,6587,8.792853288640693,Economy,No info
SpiceJet,3,2019,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1.0,20.0,80.0,0.0,3173,8.062432791583195,Economy,No info
Air India,5,2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2.0,45.0,165.0,0.0,5228,8.561784074744113,Economy,No info
Jet Airways,6,2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3.0,0.0,180.0,0.0,5769,8.660254034256889,Economy,In-flight meal not included
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11.0,0.0,660.0,1.0,14714,9.59655470049221,Business,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13.0,30.0,810.0,2.0,13014,9.47378098005493,Business,No info
IndiGo,6,2019,Banglore,Delhi,BLR → DEL,22:10,01:00,2.0,50.0,170.0,0.0,3359,8.119398589612294,Economy,No info
GoAir,3,2019,Banglore,New Delhi,BLR → DEL,20:55,23:50,2.0,55.0,175.0,0.0,6722,8.81314100828505,Economy,No info
IndiGo,3,2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2.0,45.0,165.0,0.0,4462,8.403352374992478,Economy,No info
IndiGo,3,2019,Delhi,Cochin,DEL → HYD → COK,04:55,16:10,11.0,15.0,675.0,1.0,6171,8.727616178321068,Economy,No info
Air India,5,2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14.0,35.0,875.0,2.0,12303,9.41759841406017,Business,No info
Multiple carriers,3,2019,Delhi,Cochin,DEL → BOM → COK,11:40,01:35,13.0,55.0,835.0,1.0,7695,8.94832604627298,Economy,No info
IndiGo,6,2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30,14.0,5.0,845.0,1.0,5684,8.64541048921699,Economy,No info
Air India,6,2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55,15.0,5.0,905.0,1.0,8366,9.031931152002144,Economy,No info
Air India,3,2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2.0,15.0,135.0,0.0,19630,9.884814287270506,Business,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,05:05,15.0,0.0,900.0,1.0,13502,9.510593101601815,Business,In-flight meal not included
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05,12.0,55.0,775.0,1.0,14781,9.601097851212073,Business,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9.0,0.0,540.0,1.0,6513,8.781555458546402,Economy,No info
Air India,6,2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12.0,15.0,735.0,1.0,9929,9.203215047033595,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30,7.0,40.0,460.0,2.0,18275,9.81328928461798,Business,No info
Air India,4,2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25,27.0,20.0,1640.0,1.0,4487,8.408939605975984,Economy,No info
IndiGo,3,2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1.0,25.0,85.0,0.0,2754,7.9208096792886,Economy,No info
Air India,3,2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1.0,20.0,80.0,0.0,2575,7.853604813097837,Economy,No info
SpiceJet,6,2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5.0,30.0,330.0,1.0,8224,9.014811987694946,Economy,No info
Air India,3,2019,Delhi,Cochin,DEL → BLR → COK,20:30,08:15,11.0,45.0,705.0,1.0,8991,9.103979355984773,Economy,No info
IndiGo,6,2019,Delhi,Cochin,DEL → COK,05:35,08:50,3.0,15.0,195.0,0.0,5000,8.517193191416238,Economy,No info
Jet Airways,6,2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50,24.0,55.0,1495.0,1.0,8529,9.05122740031911,Economy,In-flight meal not included
Air India,3,2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25,27.0,20.0,1640.0,1.0,14042,9.549808117577195,Business,No info
Jet Airways,5,2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2.0,55.0,175.0,0.0,4030,8.301521654940728,Economy,In-flight meal not included
Jet Airways,6,2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00,17.0,5.0,1025.0,1.0,10844,9.291367210618557,Economy,In-flight meal not included
IndiGo,5,2019,Kolkata,Banglore,CCU → BLR,21:25,00:05,2.0,40.0,160.0,0.0,4804,8.477204183199873,Economy,No info
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30,8.0,0.0,480.0,1.0,7308,8.896724917497897,Economy,In-flight meal not included
IndiGo,5,2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3.0,0.0,180.0,0.0,4823,8.481151420068972,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,09:00,12:35,27.0,35.0,1655.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
Jet Airways,5,2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25,7.0,30.0,450.0,1.0,12898,9.464827539570322,Business,In-flight meal not included
Air India,3,2019,Banglore,New Delhi,BLR → BOM → JDH → DEL,17:25,16:20,22.0,55.0,1375.0,2.0,12778,9.455480221162288,Business,No info
IndiGo,3,2019,Delhi,Cochin,DEL → BOM → COK,04:45,13:20,8.0,35.0,515.0,1.0,14871,9.607168286688683,Business,No info
Air India,3,2019,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,19:15,29.0,55.0,1795.0,2.0,8708,9.071997422354437,Economy,No info
Jet Airways,6,2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15,22.0,15.0,1335.0,1.0,10844,9.291367210618557,Economy,In-flight meal not included
SpiceJet,3,2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1.0,20.0,80.0,0.0,4129,8.32579052588609,Economy,No info
IndiGo,5,2019,Kolkata,Banglore,CCU → BLR,21:25,00:05,2.0,40.0,160.0,0.0,4804,8.477204183199873,Economy,No info
Jet Airways,5,2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3.0,0.0,180.0,0.0,7229,8.885855993000296,Economy,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,19:10,12.0,10.0,730.0,1.0,7832,8.965973184210347,Economy,In-flight meal not included
SpiceJet,3,2019,Chennai,Kolkata,MAA → CCU,09:30,12:05,2.0,35.0,155.0,0.0,3859,8.258163361537619,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11.0,45.0,705.0,1.0,9001,9.105090961257085,Economy,No info
Vistara,5,2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2.0,35.0,155.0,0.0,4878,8.492490578775866,Economy,No info
IndiGo,5,2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1.0,30.0,90.0,0.0,2754,7.9208096792886,Economy,No info
Vistara,6,2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2.0,40.0,160.0,0.0,4668,8.448485993406447,Economy,No info
Air Asia,5,2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2.0,35.0,155.0,0.0,5216,8.559486103606488,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22.0,55.0,1375.0,2.0,10368,9.246479418592056,Economy,In-flight meal not included
IndiGo,3,2019,Delhi,Cochin,DEL → HYD → MAA → COK,06:40,21:20,14.0,40.0,880.0,2.0,8146,9.005282288208358,Economy,No info
Jet Airways,3,2019,Delhi,Cochin,DEL → BOM → COK,13:00,04:25,15.0,25.0,925.0,1.0,12242,9.412627941411015,Business,No info
Jet Airways,3,2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,15:15,7.0,15.0,435.0,1.0,9134,9.119758993744945,Economy,In-flight meal not included
Air India,6,2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25,20.0,10.0,1210.0,2.0,10939,9.30008966411979,Economy,No info
Air India,6,2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40,20.0,45.0,1245.0,2.0,11753,9.371863806132854,Economy,No info
SpiceJet,4,2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2.0,30.0,150.0,0.0,4174,8.336630087637147,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,19:50,23.0,50.0,1430.0,1.0,10844,9.291367210618557,Economy,In-flight meal not included
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,16:00,19:00,27.0,0.0,1620.0,1.0,14714,9.59655470049221,Business,No info
Jet Airways,6,2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5.0,30.0,330.0,1.0,9899,9.200189020919808,Economy,In-flight meal not included
IndiGo,3,2019,Delhi,Cochin,DEL → BOM → COK,09:10,21:00,11.0,50.0,710.0,1.0,14871,9.607168286688683,Business,No info
IndiGo,3,2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,2.0,15.0,135.0,0.0,7295,8.894944460956886,Economy,No info
Air India,6,2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15,24.0,30.0,1470.0,2.0,13465,9.5078490052457,Business,No info
SpiceJet,5,2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2.0,20.0,140.0,0.0,3543,8.172729104865471,Economy,No check-in baggage included
Multiple carriers,6,2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30,6.0,30.0,390.0,1.0,7198,8.881558488638976,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25,20.0,25.0,1225.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
IndiGo,3,2019,Kolkata,Banglore,CCU → BLR,15:20,17:55,2.0,35.0,155.0,0.0,4148,8.330381569349418,Economy,No info
Jet Airways,6,2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2.0,55.0,175.0,0.0,8016,8.989194823324645,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25,5.0,35.0,335.0,1.0,10262,9.23620303150191,Economy,In-flight meal not included
SpiceJet,6,2019,Kolkata,Banglore,CCU → BLR,14:55,17:25,2.0,30.0,150.0,0.0,3841,8.253488028345904,Economy,No check-in baggage included
Jet Airways,3,2019,Banglore,New Delhi,BLR → MAA → DEL,09:45,00:30,14.0,45.0,885.0,1.0,11507,9.350710824823459,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12.0,20.0,740.0,1.0,14781,9.601097851212073,Business,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00,25.0,30.0,1530.0,1.0,16079,9.685269351744411,Business,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25,5.0,35.0,335.0,1.0,12898,9.464827539570322,Business,In-flight meal not included
Multiple carriers,3,2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11.0,45.0,705.0,1.0,15353,9.639066173658899,Business,No info
IndiGo,3,2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2.0,55.0,175.0,0.0,7303,8.89604050162011,Economy,No info
SpiceJet,3,2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:45,5.0,40.0,340.0,1.0,6197,8.731820582962108,Economy,No info
Air India,6,2019,Kolkata,Banglore,CCU → BBI → BLR,09:10,13:15,4.0,5.0,245.0,1.0,8996,9.104535313079205,Economy,No info
IndiGo,3,2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:20,8.0,0.0,480.0,1.0,6528,8.783855896643942,Economy,No info
GoAir,4,2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2.0,45.0,165.0,0.0,4239,8.352082671352637,Economy,No info
IndiGo,3,2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,2.0,40.0,160.0,0.0,4148,8.330381569349418,Economy,No info
SpiceJet,5,2019,Banglore,Delhi,BLR → DEL,21:10,00:05,2.0,55.0,175.0,0.0,3971,8.286773231131251,Economy,No info
Air Asia,5,2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15.0,55.0,955.0,1.0,5192,8.554874258383926,Economy,No info
Jet Airways,4,2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35,23.0,10.0,1390.0,2.0,9483,9.157256000883727,Economy,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7.0,20.0,440.0,2.0,18804,9.841824892144022,Business,No info
Air India,6,2019,Delhi,Cochin,DEL → COK,05:10,08:00,2.0,50.0,170.0,0.0,5201,8.556606193773073,Economy,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7.0,30.0,450.0,1.0,16079,9.685269351744411,Business,No info
Jet Airways,6,2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3.0,0.0,180.0,0.0,7229,8.885855993000296,Economy,In-flight meal not included
Multiple carriers,5,2019,Delhi,Cochin,DEL → BOM → COK,17:45,01:30,7.0,45.0,465.0,1.0,6795,8.823942326585245,Economy,No info
Jet Airways,5,2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,10:55,25.0,20.0,1520.0,1.0,10953,9.301368670323747,Economy,No info
Multiple carriers,6,2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:30,10.0,25.0,625.0,2.0,15965,9.678154105148883,Business,No info
Air India,4,2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15,30.0,20.0,1820.0,2.0,9968,9.207135241027235,Economy,No info
IndiGo,6,2019,Kolkata,Banglore,CCU → BLR,22:15,00:50,2.0,35.0,155.0,0.0,4804,8.477204183199873,Economy,No info
Jet Airways,5,2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9.0,0.0,540.0,1.0,16079,9.685269351744411,Business,No info
Jet Airways,6,2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,12:35,15.0,10.0,910.0,2.0,11507,9.350710824823459,Economy,In-flight meal not included
Air India,6,2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45,28.0,20.0,1700.0,2.0,11542,9.353747835270912,Economy,No info
Jet Airways,4,2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3.0,0.0,180.0,0.0,7229,8.885855993000296,Economy,No info
Jet Airways,4,2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2.0,45.0,165.0,0.0,4544,8.421562960400987,Economy,In-flight meal not included
IndiGo,5,2019,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4.0,55.0,295.0,1.0,6496,8.778941881841513,Economy,No info
